user,tweet,location,date,sentiment
Just Janis 🌊🎶🌊❤,Biden Biden Biden,None,2020-01-14 17:05:03,neutral
Buddhabman,"We will trade Joe @JoeBiden off the campaign trail, if these dudes testify in the Senate trial, ok @GOPLeader… https://t.co/C7fgvGlZeG","Woodland Hills, Los Angeles",2020-01-14 17:05:03,positive
Lillian@mcocph,RT @mitchellreports: .@SenSchumer and @RepAdamSchiff both tell @Maddow they learned about Russian military hacked Burisma the Ukrainian eme…,Orlando Florida ,2020-01-14 17:05:03,negative
James_Savage,"RT @Patta47cake: @GeoffRBennett We already know that Kevin McCarthy isn’t the sharpest tool in the shed. 
Democratic Senators can do their…",Earth,2020-01-14 17:05:03,neutral
NotComey,RT @TheCyanPost: Election Update: Two New Polls Show Biden’s Upside Scenario https://t.co/w8jbs71VB1 https://t.co/OwBCuo8Cnc,"Florida, USA",2020-01-14 17:05:03,positive
RC,https://t.co/rDDHXmAuDQ,"Virginia, USA",2020-01-14 17:05:04,neutral
❌BobMacAZ❌,"RT @ChadPergram: McCarthy calls on Biden to suspend his campaign during impeachment trial: The only rightful thing of Joe Biden, to make a…",Arizona,2020-01-14 17:05:05,neutral
Vivi ⭐️⭐️⭐️,"RT @JanMAGA2020: @ByronYork @cubanlovestrump Byron, I think she waited for the Iowa vote, all those Senators who are Joe Biden's competitio…","Chicago, IL",2020-01-14 17:05:05,neutral
SD⭐⭐⭐,RT @JanetTxBlessed: As a fight breaks out between Warren and Sanders..will Biden break through as a clear winner in tonight’s Democratic de…,USA,2020-01-14 17:05:06,positive
Tarek,"RT @BernieSanders: When you look at my record vs. Joe Biden's record, I just don't think that Biden's record is going to bring forth the en…","London, United Kingdom",2020-01-14 17:05:06,neutral
JulieLovesSoldiers 🇨🇦🇺🇸🇨🇦🇺🇸,"RT @Wyn1745: What are the odds of Trump winning re-election?
As of now, President Trump has 4/5 odds to win reelection, according to Paddy…",Canada,2020-01-14 17:05:06,positive
Euron Skelljoy,"Okay Biden’s is easily the best

Bernie’s perfectly demonstrates the strengths of social democracy

And I’m just ex… https://t.co/JwakRxsohZ","DFW, TX",2020-01-14 17:05:06,positive
Donna Pretto,"RT @RoscoeBDavis1: And look here's CNNs input 

""This might be the most important news of the day. Russia could leak Burisma emails, and sl…","Tennessee, USA",2020-01-14 17:05:06,positive
Jeff Blackwell🍑,"@AngelaCPMills @JoyAnnReid Republicans think Biden is the one, b/c he’s most like them. That’s why they keep claimi… https://t.co/5U6g0BNgfA",United States,2020-01-14 17:05:07,positive
Surfnut,"RT @thebradfordfile: You can add Eric Ciaramella, Hunter Biden, and Joe Biden to your list, cupcake.","Fallbrook, CA",2020-01-14 17:05:07,neutral
Switch 625 ⭐⭐⭐ (Doug) 🇺🇸,"RT @ChanelRion: RUSSIA HOAX II: HERE WE GO AGAIN...

New York Times' NEW hoax starts like the Steele Dossier lie; nefarious speculation ove…","Irish Hills, Michigan ",2020-01-14 17:05:07,positive
Al Perez,"RT @ChanelRion: RUSSIA HOAX II: HERE WE GO AGAIN...

New York Times' NEW hoax starts like the Steele Dossier lie; nefarious speculation ove…",New Mexico #BuildTheWall,2020-01-14 17:05:08,positive
Tony Wesolick⭐️⭐️⭐️,"The reason Pelosi is holding onto the articles , is so this could drag out and keep Warren / Sanders on the trial ,… https://t.co/JnEtQnVMxD","South Texas, USA🇺🇸",2020-01-14 17:05:08,negative
🌊🇺🇸Carrie Sweet🇺🇸🌊,RT @B52Malmet: Fancy Bear 2.0. Mueller warned us. Fiona Hill warned us. Here we are. https://t.co/MBXpURnx4R,"Michigan, USA",2020-01-14 17:05:08,neutral
🇺🇸ProudIowan #TeamJustice #Warren #Impeached,RT @smokesdad28: Adam Schiff Sounds The Alarm As Russia Digs For Biden Dirt To Help Trump Win Another Term - https://t.co/2NNkmNLJoc,Northern Iowa,2020-01-14 17:05:09,positive
Jeff Lewis,"RT @KevinMKruse: Again, Hunter Biden could come forth and confess to stealing billions and bribing everyone in Ukraine and it wouldn’t chan…","Chicago, IL",2020-01-14 17:05:09,neutral
Joseph Saltarelli,"Really excellent article. Study and share this:

Bernie “has received more donations than Biden, Warren, and Buttig… https://t.co/Mr2LXXfWkN",None,2020-01-14 17:05:09,positive
Robert P. Dean,@meenaharris @KamalaHarris Biden/Harris. Do it.,"Denver, CO",2020-01-14 17:05:10,neutral
edixon1213,RT @JoyAnnReid: Why would Biden need to do that? And why is the Republican House Minority Leader the one asking him to?,Above the Influence~,2020-01-14 17:05:10,neutral
J Cameraready gal,Exactly.  I'm a Biden girl.  BUT whomever gets the nomination gets my vote.  I don't care if it is a turnip.  Anyon… https://t.co/aCoNQKqjP0,None,2020-01-14 17:05:10,positive
LivePDDave 🇺🇸 🚨 🥊,"In college, I used to have to write ""Compare and Contrast"" papers. Compare and contrast President Trump's kids vers… https://t.co/VxeindZk6T","Denver, CO",2020-01-14 17:05:11,neutral
🇺🇸JiNx🇺🇸 ✝️⭐⭐⭐,"RT @ChanelRion: RUSSIA HOAX II: HERE WE GO AGAIN...

New York Times' NEW hoax starts like the Steele Dossier lie; nefarious speculation ove…",None,2020-01-14 17:05:11,positive
BETH KREDEL,RT @JoyAnnReid: Why would Biden need to do that? And why is the Republican House Minority Leader the one asking him to? https://t.co/p9neLo…,"Youngstown, OHIO",2020-01-14 17:05:11,neutral
Saje,"RT @HoodlumRIP: Meet Robert Trump, Donald’s 72 year old, younger brother. Retired from the Trump Org. in 2016, yet awarded a $33 million co…",US PNW,2020-01-14 17:05:11,positive
Neil Stevens,"By the way, a corollary of this, is that Mitch McConnell is actually doing Pelosi's bidding if he hinders Sanders a… https://t.co/mafYCG3BSS",Northern Virginia,2020-01-14 17:05:11,neutral
Common Sense Claudio,"RT @dbongino: The NY Times and Kyle, on behalf of the Biden campaign and the Democrats, are desperately searching for a new “narrative” to…","Land O Libs, NY",2020-01-14 17:05:11,negative
Marion,"RT @spmaloney: The next president faces a difficult task: restoring the US as a global leader &amp; bringing our country back together.

Joe Bi…",CA,2020-01-14 17:05:12,negative
Christine B,RT @riotwomennn: Republicans are getting as desperate as Bernie Sanders to nominate Bernie Sanders. https://t.co/4IvcaBeDzy,"Blue dog Dem in a red, red state, Blah",2020-01-14 17:05:13,negative
Kathy M,"@RepAdamSchiff Adam Schiff,Liar! You know Dems are shameful!Trump wants good healthcare for all, Every rally he has… https://t.co/EmtpbaU0pY",None,2020-01-14 17:05:13,positive
Sandra 🇺🇸🇺🇸🇺🇸,"RT @RandyRRQuaid: My Senate trial witness list:
Hunter Biden
Joe Biden
Adam Schiff
Whistleblowers 1 &amp; 2
Whistleblower lawyer Zaid
Hillary C…","Aurora, Colorado",2020-01-14 17:05:14,neutral
Karl E,"Sanders Surges To Top In California; Polls Show Biden Leading In Iowa, New Hampshire https://t.co/GiaVyOXHfv https://t.co/2Cp7j6VNKO",Moscow,2020-01-14 17:05:15,positive
Tina Golden,"RT @KamVTV: Next question. Does @Project_Veritas have someone  inside the Joe Biden campaign? 
#Expose2020",None,2020-01-14 17:05:15,neutral
📯 ArleBear,"💥In his first California interview, former Vice President Joe Biden said he would consider Harris “for anything she… https://t.co/PgjFoue0He",🇺🇸 Tennessee || Norway 🇳🇴 ,2020-01-14 17:05:15,positive
T. May ⭐️⭐️⭐️,"RT @pnjaban: This is @CNN, floating nutty, evidence-free conspiracy theories instead of doing actual reporting. Why bother?",America,2020-01-14 17:05:15,neutral
Doremus Jessup,"RT @rickwtyler: You mean like Ivanka and Jared?

Or Brett Tally is Eric Trump’s brother-in-law now COS at Energy (up for judge too)?

Or Ta…",9/10th mile north Nowhere OK,2020-01-14 17:05:16,negative
Mark pare,"RT @HoodlumRIP: Meet Robert Trump, Donald’s 72 year old, younger brother. Retired from the Trump Org. in 2016, yet awarded a $33 million co…","Manchester, VA",2020-01-14 17:05:16,positive
Uptown Tavern,"It's officially an election year! ✅ Come for our debate watch party TONIGHT from 6-8pm with Biden, Buttigieg, Klobu… https://t.co/8NE56vBjjq","Hillcrest, CA",2020-01-14 17:05:16,neutral
craftychick,RT @JoyAnnReid: Why would Biden need to do that? And why is the Republican House Minority Leader the one asking him to?,"Burlington, VT",2020-01-14 17:05:17,neutral
K Peters✌🇺🇸🐝🐞🌼,RT @mitchellreports: .@SenSchumer and @RepAdamSchiff both tell @Maddow they learned about Russian military hacked Burisma the Ukrainian eme…,🇺🇸,2020-01-14 17:05:18,negative
Tsunami,"RT @HoodlumRIP: Meet Robert Trump, Donald’s 72 year old, younger brother. Retired from the Trump Org. in 2016, yet awarded a $33 million co…","Wisconsin, USA",2020-01-14 17:05:18,positive
AJM🌊,@GOPLeader is making stuff up. Pathetic.,NYC,2020-01-14 17:05:18,negative
Kathy,"RT @JackPosobiec: There is zero evidence of your wild conspiracy theory, either from 2016 or now 

Is baseless speculation about some poten…","Madison, WI",2020-01-14 17:05:19,positive
GoldenGirl,"RT @BernieSanders: When you look at my record vs. Joe Biden's record, I just don't think that Biden's record is going to bring forth the en…","Washington, USA",2020-01-14 17:05:20,neutral
Donna,"RT @HoodlumRIP: Meet Robert Trump, Donald’s 72 year old, younger brother. Retired from the Trump Org. in 2016, yet awarded a $33 million co…",NYC,2020-01-14 17:05:21,positive
HILLARY the Real 45,"RT @gtconway3d: Yep.  It’s going to be gosh, it won’t be a fair trial if Trump can’t call Hunter Biden and his pet wallaby as witnesses, so…","Bellevue, KY",2020-01-14 17:05:21,positive
🇺🇸Kevin🇺🇸,"RT @NevadaElJefe: *CRINGE* Biden Camp Rolls Out ""23 Reasons Why Joe Biden!"" - 'Because He Likes Ice Cream' (VIDEO)

WTF! Yep, here's just T…",None,2020-01-14 17:05:21,negative
Chanel’s Ghost,@GeoffRBennett That’s ridiculous. Don’t fall for this stuff. So GOP wants to deflect from criminal support of their… https://t.co/Onrfe3TY86,None,2020-01-14 17:05:21,negative
craftychick,RT @Amy_Siskind: LOL.  I am calling on @GOPLeader to suspend his enabling of a puppet regime installed by Putin.,"Burlington, VT",2020-01-14 17:05:22,positive
SapphoSmart,RT @JoyAnnReid: Why would Biden need to do that? And why is the Republican House Minority Leader the one asking him to?,Seattle,2020-01-14 17:05:22,neutral
Donna Pretto,"RT @RoscoeBDavis1: They are laying cover fire for upcoming Biden evidence you can bet your ass on it.

They are going to claim that all the…","Tennessee, USA",2020-01-14 17:05:22,neutral
Rip Torn,RT @jellen805: And MSM is warning us not to look at any info that comes out? Where did I hear that one before? Something about the P odesta…,United States of America 🇺🇸,2020-01-14 17:05:22,neutral
KingDave,"RT @charliekirk11: Did you know:

Joe Biden’s niece avoids going to prison for running a $100,000 credit card scam

Democrats privilege, it…","Ohio, USA",2020-01-14 17:05:23,neutral
lexi Ⓥ,"RT @MyLifeIsMunitz: How do you do?

Mine Ranked by my Candidate Preference:
1) Yang 🧢 - 15/20
2) Tulsi 🌺 - 9/20
3) Bernie 🌹- 9/20
4) Steyer…",None,2020-01-14 17:05:23,neutral
🌠💥 Toonces Resists 🌠💥,"@BernieSanders
@ewarren
@PeteButtigieg
@amyklobuchar
cc: @JoeBiden
This is how you should be campaigning: attacking… https://t.co/v7xuxvATV5",Northern Virginia,2020-01-14 17:05:23,neutral
Amber ✝️🇺🇸 🇮🇱#1A #2A #MAGA,"RT @charliekirk11: In 2016, when 6 Republicans were left 50% were minorities:

Trump
Cruz
Rubio
Carson
Kasich
&amp; Jeb!

Today, 6 Democrats ar…","Central California, USA",2020-01-14 17:05:24,neutral
mktsutherland,RT @Bakari_Sellers: Y’all did that. Bravo!,"St Paul, MN",2020-01-14 17:05:24,neutral
Rose Ann Barks🆘,RT @Amy_Siskind: LOL.  I am calling on @GOPLeader to suspend his enabling of a puppet regime installed by Putin. https://t.co/jzQoTJsgFs,"Spokane, WA",2020-01-14 17:05:24,positive
Ray #Cult45,"RT @ChanelRion: RUSSIA HOAX II: HERE WE GO AGAIN...

New York Times' NEW hoax starts like the Steele Dossier lie; nefarious speculation ove…","McCook, NE",2020-01-14 17:05:24,positive
thefactsofwhiteness,"RT @BernieSanders: When you look at my record vs. Joe Biden's record, I just don't think that Biden's record is going to bring forth the en…","London, England",2020-01-14 17:05:26,neutral
Michael l. Ocvirek,"@KingDrue17 Ghost whisperer Adam Schiff, the ghost whistleblower. Hunter Biden and Quid Pro Gaffe Joe.","Pittsburgh, PA/ Tucson raised",2020-01-14 17:05:26,neutral
Boomerang 231,RT @GeoffRBennett: House Republican Leader Kevin McCarthy is calling on Joe Biden to suspend his campaign while the Democratic senators run…,United States,2020-01-14 17:05:26,neutral
davidrlurie,"@joninlosangeles But, important aside, the nihilisitic, cult like nature of much of Berniedom is not limited to ano… https://t.co/2bb6wOoZDK",None,2020-01-14 17:05:26,positive
this is not the account you’re looking for,"Would you vote for a 
Biden/Harris ticket?","Finger Lakes, NY",2020-01-14 17:05:27,neutral
Peter J. Hasson,RT @GeoffRBennett: House Republican Leader Kevin McCarthy is calling on Joe Biden to suspend his campaign while the Democratic senators run…,"Dallas, TX",2020-01-14 17:05:27,neutral
Spry Guy,RT @DmitrysPlane: @MistinguetteGr1 @DonnaLeeSaunde2 @ineedasnicker @ChristineB143 @erolegario @SpryGuy @cosmosbaby @lacscully @ChefKO_Phill…,Austin,2020-01-14 17:05:28,neutral
Bill Hogan⏳⭐️⭐️⭐️,"RT @MaxBlumenthal: A company founded by two ex-US intel officers attributed 
spear phishing of Burisma to RU. True or not, it will have the…",None,2020-01-14 17:05:28,positive
lamujermari,"RT @cit_uprising: Not sure why the media is freaking out about Putin/Russia hacking Hunter Biden's Ukrainian energy company?

I mean, they…","Harlingen, TX",2020-01-14 17:05:29,negative
PatWilliams,@NevadaElJefe @Text88022 They don’t even have enough positive points for Joe Biden that they can list them using th… https://t.co/ynHu90X4dY,None,2020-01-14 17:05:30,positive
LibAPatriot 🇺🇸 ⭐⭐⭐ ~ in the mountains,"RT @RandyRRQuaid: My Senate trial witness list:
Hunter Biden
Joe Biden
Adam Schiff
Whistleblowers 1 &amp; 2
Whistleblower lawyer Zaid
Hillary C…",Rocky Mountains  ❄Born Aug 15,2020-01-14 17:05:31,neutral
Greg Burdick⭐⭐⭐,"RT @ChanelRion: RUSSIA HOAX II: HERE WE GO AGAIN...

New York Times' NEW hoax starts like the Steele Dossier lie; nefarious speculation ove…",United States,2020-01-14 17:05:31,positive
🇺🇸🇺🇸LIFE🇺🇸🇺🇸,"RT @GregHillTX: Iranians are protesting for freedom

Has AOC voiced support? No

Any of The Squad? No

Joe Biden? No

Bernie Sanders? No

A…","California, USA",2020-01-14 17:05:32,neutral
Allwftopic,@18major Booker came across as the corny kumbaya dude who themed his campaign around criminal justice reform as if… https://t.co/GQ2N0GeT1v,Everywhere,2020-01-14 17:05:33,negative
OC MTBer,"RT @KamVTV: Next question. Does @Project_Veritas have someone  inside the Joe Biden campaign? 
#Expose2020","Orange County, California",2020-01-14 17:05:33,neutral
Cheryl phillips#keepon Trumpin',"RT @TruthHammer888: So which Old Rich White Guy will the DNC nominate?

Either way it will be a load of BS!
#Trump2020Landslide

Biden the…","Toledo enroute to Lakeland, FL",2020-01-14 17:05:33,positive
Sheila Fortune,"RT @mattklewis: When it comes to Donald Trump’s impeachment trial, hearing from Hunter Biden is about as relevant as hearing from Kato Kael…","La Jolla, CA",2020-01-14 17:05:33,positive
In Spite of Trump 🌊,RT @JoyAnnReid: Why would Biden need to do that? And why is the Republican House Minority Leader the one asking him to? https://t.co/p9neLo…,United States,2020-01-14 17:05:34,neutral
Kathy,RT @jimmy_dore: Thanks to editor of another establishment “news” organization for being so mindblowingly &amp; transparently corrupt that even…,"Madison, WI",2020-01-14 17:05:34,negative
Trumpest_in_a_teapot,"RT @mattklewis: When it comes to Donald Trump’s impeachment trial, hearing from Hunter Biden is about as relevant as hearing from Kato Kael…",None,2020-01-14 17:05:34,positive
❌ Lucy #MAGA🇺🇸❌,"RT @LivePDDave1: In college, I used to have to write ""Compare and Contrast"" papers. Compare and contrast President Trump's kids verses Hunt…","California, USA",2020-01-14 17:05:34,neutral
Kathy M,"RT @KathyM19828574: @RepAdamSchiff Adam Schiff,Liar! You know Dems are shameful!Trump wants good healthcare for all, Every rally he has sho…",None,2020-01-14 17:05:35,positive
Marginal Tax Rate 🆘🍑,"RT @Stonekettle: Because if they can trash Biden, if there is even the slightest evidence that he was involved in even the mildest of shady…",None,2020-01-14 17:05:35,neutral
Donna Pretto,RT @RoscoeBDavis1: These two clowns claim the timing and scale of the attacks suggest that the Russians could be searching for potentially…,"Tennessee, USA",2020-01-14 17:05:36,neutral
Brian Rosenwald,"RT @DougNBC: Drumbeat of influential freshman Ds in moderate/red districts endorsing Joe Biden. 
Today it's Tom Malinowski (NJ-7). He joins…",Philadelphia,2020-01-14 17:05:36,neutral
PurlyGirl 🌊🕊️🥁⚛️🇺🇲,"RT @maddenifico: Centrist and neolib are terms from the 1990s that are used by Bernie Sanders' knuckleheaded, neopuritan cadre of cretins a…","Trinity Co, CA, USA",2020-01-14 17:05:37,neutral
david the deplorable cowboy,RT @Herbert_L_Reed: Rand Paul Says He’ll Force Vote on Hunter Biden Testimony If GOP Supports Impeachment Witnesses https://t.co/pgLRH2oDzS,  U.S.A,2020-01-14 17:05:37,neutral
babshabits,RT @Bill_Cimbrelo: Biden is the ‘Democratic’ version of Trump.,Boston,2020-01-14 17:05:38,neutral
Joan Text TRUMP to 88022,RT @KamVTV: Wow. Kevin McCarthy just said at press conference Nancy Pelosi has been holding articles of impeachment to screw over Bernie Sa…,None,2020-01-14 17:05:38,positive
Bandislife2004,"RT @CDonatac: Nuclear Option loaded:

Joe Biden open to CA Sen. Kamala Harris as 2020 running mate ~ says he’d consider Kamala Harris for “…",None,2020-01-14 17:05:38,neutral
🇺🇸Donald✌️Text Trump to 88022,"RT @ChanelRion: RUSSIA HOAX II: HERE WE GO AGAIN...

New York Times' NEW hoax starts like the Steele Dossier lie; nefarious speculation ove…",Down on Main Street 🇺🇸USA ,2020-01-14 17:05:38,positive
PaulRevere,"RT @RoscoeBDavis1: Here it comes, the cover story seeds are being planted. The Mockingbird media are sewing seeds for the cover story on Bu…",United States,2020-01-14 17:05:39,neutral
"Deplorable Redneck, Time for Housecleaning!⭐️⭐️⭐️",RT @RoscoeBDavis1: These two clowns claim the timing and scale of the attacks suggest that the Russians could be searching for potentially…,Twitmo 😴 LA (Lower Alabama),2020-01-14 17:05:40,neutral
Textranquilo,"RT @RoscoeBDavis1: And look here's CNNs input 

""This might be the most important news of the day. Russia could leak Burisma emails, and sl…",Rockport Texas ,2020-01-14 17:05:40,positive
Leefeller Guy,"Biden makes both right wings look like both right wings. 

https://t.co/bwfYs5928W",Soggytits South VA.,2020-01-14 17:05:41,positive
CDD,"RT @Ivancajado: NO for the kingdom, YES for the treasure. Megan &amp; Prince Harry don't want the kingdomship duties, but suck the benefits of…","Fairhope, Alabama",2020-01-14 17:05:41,neutral
Rose 🦅🇺🇸,"RT @ChanelRion: RUSSIA HOAX II: HERE WE GO AGAIN...

New York Times' NEW hoax starts like the Steele Dossier lie; nefarious speculation ove…",None,2020-01-14 17:05:41,positive
Linda,"RT @OhNoSheTwitnt: But Warren...! But Bernie...! But Biden...! 

Just. Vote. For. The. Fucking. Nominee. You. Selfish. Fucks.

https://t.co…",Below sea level,2020-01-14 17:05:42,negative
CherokeeNative,RT @JoyceWhiteVance: The reaction to this seems to be almost universally like mine. No one is surprised. Instead of the shock &amp; outrage eve…,92078,2020-01-14 17:05:42,positive
𝙖𝙨𝙝.,"RT @BernieSanders: When you look at my record vs. Joe Biden's record, I just don't think that Biden's record is going to bring forth the en…",hannah.♡,2020-01-14 17:05:42,neutral
The Guardian,@TangerineBolen @peterdaou @JoeBiden What polls are you watching? Are you even paying attention to the news? Trump… https://t.co/gyNk4nZTXd,New York State,2020-01-14 17:05:43,neutral
Peter Keough,RT @JoyAnnReid: Why would Biden need to do that? And why is the Republican House Minority Leader the one asking him to? https://t.co/p9neLo…,"Boston, MA",2020-01-14 17:05:43,neutral
Country Living🇺🇸🇺🇲,"RT @RandyRRQuaid: My Senate trial witness list:
Hunter Biden
Joe Biden
Adam Schiff
Whistleblowers 1 &amp; 2
Whistleblower lawyer Zaid
Hillary C…","Lake Carmel, NY",2020-01-14 17:05:43,neutral
Truth,"#Burisma #Crowdstrike #Biden 
https://t.co/ng4cYHUrX3","California, USA",2020-01-14 17:05:43,neutral
"Paul Bonneson, J.D. 🇺🇸",RT @VickiMcKenna: Burisma Hacked: Joe Biden Faces Potentially Damaging Document Dumps https://t.co/0CDQVoh2xR,In a courtroom in Wisconsin. ,2020-01-14 17:05:43,neutral
Peach,"RT @Patta47cake: @GeoffRBennett We already know that Kevin McCarthy isn’t the sharpest tool in the shed. 
Democratic Senators can do their…","Raleigh North Carolina, USA",2020-01-14 17:05:45,neutral
The Bread Line,RT @ejpi99: Great thread predicting the inevitable Biden reaction when his dirty dealings in Ukraine get exposed...........RUSSIA RUSSIA RU…,"Calicrazia, Worst Coast USA",2020-01-14 17:05:45,positive
Jan Nickerson,I pledge to stay on @RandPaul 's butt about going to Moscow to meet with Putin. Who delivered a note from trump* Se… https://t.co/xRcNWXII3A,None,2020-01-14 17:05:45,neutral
DrConservaMom🇺🇸🐸🌐,"RT @Bamafanaticfan1: Burisma Holdings 'successfully' hacked by Russian military amid House-led impeachment hearings: US tech company

https…",Trump’s America🇺🇸,2020-01-14 17:05:46,positive
Anonymous ⁴¹¹,"NATIONAL GENERAL ELECTION POLL:

BIDEN 48% (+2)
TRUMP 46%
_
BLOOMBERG 47% (+2)
TRUMP 45%
_
SANDERS 48% (+1)
TRUMP 4… https://t.co/45AqASt8m3","On Your Smartphone, Silly!",2020-01-14 17:05:46,positive
JacksonT,"RT @thebradfordfile: You can add Eric Ciaramella, Hunter Biden, and Joe Biden to your list, cupcake. https://t.co/H4PLxrN74c","Chicago, Illinois",2020-01-14 17:05:47,neutral
👁‍🗨 Renée J.,"@CDonatac I would vote for Biden/Harris, enthusiastically. I'd also vote for Klobuchar/Harris, enthusiastically. Th… https://t.co/uoGfX9LOhm","South Miami, FL",2020-01-14 17:05:47,neutral
| Knick Lavery |,This is one bomb I can't wait to go off!,"North Texas, USA",2020-01-14 17:05:47,neutral
Tony..|||--|||,@fabnana74 @MaryDGa @bennyjohnson @livright7 @Project_Veritas You just described Joe Biden to a tee,Virginia,2020-01-14 17:05:47,neutral
Gregory Boyce,"RT @SafiyahNoor1: @gdfuego You are right, but what method? Information is being fabricated against Biden; that’s fraud. There is no method…","Worcester, Massachusetts, USA",2020-01-14 17:05:47,positive
🇺🇸PHIL MAGAKAG🇺🇸,"RT @TruthSoldierz: BREAKING❗️
Russians Hack Ukrainian Gas Company Tied To #Biden:
‘Attacks Were Successful’  https://t.co/3Gk0UgM8Jo",None,2020-01-14 17:05:48,positive
Serena S,RT @Zer0H0urs: Breaking Russian Hackers have hacked energy company linked to Hunter Biden.,Florida,2020-01-14 17:05:48,neutral
Rio Slade,"RT @BethLynch2020: So, from what I've seen Biden's policies are as follows:

Keep ACA
Lower drug prices
Increase defense spending
Keep troo…",None,2020-01-14 17:05:48,neutral
Covfefe Engineer,"RT @RubinReport: Good point. On Twitter Bernie supporters, usually anonymous genderless furries, are by far the worst people here. Regular…",Texas,2020-01-14 17:05:49,negative
ca_hockey_girl 🌹,@BidenForce @NateSilver538 Makes sense that you would be pulling for Biden... you don't believe simple facts. Good luck with that!,None,2020-01-14 17:05:49,positive
IsabelleRules,"RT @RWTrollPatrol: @mkraju @Shoshanna1982 GRU hacked Burisma and planted dirt on Biden's, wait for it.",None,2020-01-14 17:05:49,neutral
litscrib,RT @JoyAnnReid: Why would Biden need to do that? And why is the Republican House Minority Leader the one asking him to?,None,2020-01-14 17:05:50,neutral
Pat van Wonterghem,"RT @ChanelRion: RUSSIA HOAX II: HERE WE GO AGAIN...

New York Times' NEW hoax starts like the Steele Dossier lie; nefarious speculation ove…",None,2020-01-14 17:05:51,positive
Phil 🆓🌍🧩,"RT @Phil_Free_: This is the problem.
New labour in the U.K. &amp; the Democrats in the US, capitulated to conservatism in the 90’s &amp; they took…",Essex. U.K,2020-01-14 17:05:51,positive
John Houck,RT @JoyAnnReid: Why would Biden need to do that? And why is the Republican House Minority Leader the one asking him to? https://t.co/p9neLo…,"Lake in the Hills, IL",2020-01-14 17:05:52,neutral
Malice In Plunderland,RT @brianbeutler: Oh no please not that mister Paul.,New Yawk-Yawnkas-L.I.C.,2020-01-14 17:05:52,neutral
Sherry BigUS,"RT @BernieSanders: When you look at my record vs. Joe Biden's record, I just don't think that Biden's record is going to bring forth the en…","Springfield, IL",2020-01-14 17:05:52,neutral
Don Purser,"RT @michaelbeatty3: JOE BIDEN &amp; THE STIMULUS FRAUD
#DemDebate #TuesdayMotivation","Marietta, GA",2020-01-14 17:05:52,neutral
MC,RT @B52Malmet: Fancy Bear 2.0. Mueller warned us. Fiona Hill warned us. Here we are. https://t.co/MBXpURnx4R,None,2020-01-14 17:05:52,neutral
David Rockerfeller,"RT @mitchellvii: Good morning happy Trump family!

Will impeachment be quick with no witnesses, slow where both sides get some (and we call…","Brooklyn, NY",2020-01-14 17:05:53,positive
joekid,"RT @LivePDDave1: In college, I used to have to write ""Compare and Contrast"" papers. Compare and contrast President Trump's kids verses Hunt…",None,2020-01-14 17:05:54,neutral
Scarlett Martinez #Warren2020,"RT @rickwtyler: You mean like Ivanka and Jared?

Or Brett Tally is Eric Trump’s brother-in-law now COS at Energy (up for judge too)?

Or Ta…",None,2020-01-14 17:05:55,negative
Joy Bell,"RT @nwgoboating: Add the 'whistleblower' and Schiff to that list!

Rand Paul to force Senate vote on Hunter Biden testimony if GOP colleagu…","Pensacola, FL",2020-01-14 17:05:55,neutral
"Deplorable Redneck, Time for Housecleaning!⭐️⭐️⭐️","RT @RoscoeBDavis1: They are laying cover fire for upcoming Biden evidence you can bet your ass on it.

They are going to claim that all the…",Twitmo 😴 LA (Lower Alabama),2020-01-14 17:05:56,neutral
A Malicious Captain Kangaroo 🍩,"RT @personalitty: Would you vote for a 
Biden/Harris ticket?","Crazytown, USA",2020-01-14 17:05:56,neutral
ENGR Alex,RT @KamVTV: Wow. Kevin McCarthy just said at press conference Nancy Pelosi has been holding articles of impeachment to screw over Bernie Sa…,"houston, TX",2020-01-14 17:05:56,positive
On another level‼️,"RT @EdwardTHardy: Since @RandPaul doesn't understand, let me explain something

Witnesses are supposed to be relevant to the case

Hunter B…",Da Bay,2020-01-14 17:05:56,positive
Meagan Paullin,"RT @Fly_Sistah: @gtconway3d Trump coerced Ukraine to get sham Biden investigations. Pence, Pompeo, Mulvaney, Sondland, Volker &amp; Bolton knew…","Yakima, Washington",2020-01-14 17:05:57,negative
Kyle Patrick,"RT @TheStagmania: Biden, Buttigieg and Sanders supporters have been going after Warren for months. It has not been subtle. She has been exp…","Berkeley, CA",2020-01-14 17:05:57,negative
Monica Melvin,"RT @ChanelRion: RUSSIA HOAX II: HERE WE GO AGAIN...

New York Times' NEW hoax starts like the Steele Dossier lie; nefarious speculation ove…",None,2020-01-14 17:05:56,positive
Kevin McGary,"RT @RandyRRQuaid: My Senate trial witness list:
Hunter Biden
Joe Biden
Adam Schiff
Whistleblowers 1 &amp; 2
Whistleblower lawyer Zaid
Hillary C…","Indiana, USA",2020-01-14 17:05:59,neutral
Rob Schoenberg,"RT @KamVTV: Let me make sure I understand... 

America was sold out to China/Ukraine by Biden 

Iran/middle east by Obama 

Russia/Libya  b…",None,2020-01-14 17:05:59,positive
"Impeach, Remove & Indict 🇺🇸#NOWAR",👇🏾🔥👇🏾👇🏾👇🏾👇🏾,#ImpeachmentTaskForce ,2020-01-14 17:05:59,neutral
