user,tweet,location,date,sentiment
okramesh,"RT @meaganmday: “In my view a woman could be elected president of the United States.” — Bernie Sanders, 1988 https://t.co/WJd847DdmA","Melbourne, Victoria",2020-01-14 15:21:42,neutral
Ｋｒｕｃｉｆｆ,"RT @TonyBeast1957: Here’s Bernie saying a woman could be president back in 1988, when Elizabeth Warren was still a republican.",#BuiltByUCF,2020-01-14 15:21:42,neutral
Emily K. Cody,RT @Joel_Stuart: 1972 article surfaces showing Bernie Sanders backed abortion rights year before Roe v Wade https://t.co/iu8xQ4b2zQ,None,2020-01-14 15:21:42,neutral
AmITakingCrazyPills?!,#Expose2020,United States,2020-01-14 15:21:42,neutral
Thomas McNaughton,"RT @nidhiprakash: SCOOP: Bernie Sanders just gained the endorsement of Nevada's largest teachers union. 

Clark County is the 5th largest s…",Carfin ,2020-01-14 15:21:42,neutral
SheepDog Society,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,"Colorado, USA",2020-01-14 15:21:42,positive
Interracials for Trump 🇺🇸,@ScottAdamsSays https://t.co/GmmJ2zs7RK,None,2020-01-14 15:21:42,neutral
Truth be told,"Please make sure that all media, journalists, Bernie and his followers get this retweeted to their accounts.",US,2020-01-14 15:21:42,positive
Quis custodiet ipsos custodes? 🌹,@PoliticsAlt77 @TonyIzzo2 @mtracey @HumanistReport @ProgressVoice Jimmy has very bad strategies. He’s a reactionary… https://t.co/UED1c5vZbe,"Massachusetts, USA",2020-01-14 15:21:42,negative
Seekers,RT @joemo23: If you don’t believe that there are violent radical extremists in @DNC take a look at this. #BernieStalin #WWG1WGA #Q #Milwauk…,None,2020-01-14 15:21:42,negative
TP MAGA 2020,RT @MissILmom: And Now it Begins...Crazy VS Crazier! Turning on Their own. Eating each other Alive! Sit back...Get your Popcorn...Feet up..…,None,2020-01-14 15:21:43,positive
nwsltr,Don't miss the heart-warming endorsement of gulags. https://t.co/gOCAvtRoXF,BOSTON,2020-01-14 15:21:43,neutral
Liz,"RT @CarpeDonktum: Why do Bernie Bros want people to be put into ""education"" camps while their cities burn? Any comment @BernieSanders?

#Ex…",None,2020-01-14 15:21:43,neutral
American Joe,"RT @C_3C_3: Bernie Sanders is a radical communist that has other radical communists running his campaign.

This isn't an outlier for the De…",western nc ,2020-01-14 15:21:43,negative
killaryforprison1,"RT @alx: NEW @Project_Veritas Video:

Bernie Sanders Field Organizer:

MAGA People will have to be “re-educated” “Like in Nazi Germany”

Be…","South Carolina, USA",2020-01-14 15:21:43,positive
American Real News,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,"Massachusetts, USA",2020-01-14 15:21:43,positive
Jason Wojciechowski,"RT @emmaroller: earth: help i'm dying
bernie sanders: we should probably address this
nyt ed board member: ok soooo who do u have a crush o…",Los Angeles,2020-01-14 15:21:43,positive
Sol Gamsu,RT @sunraysunray: Nevada’s Largest Teachers Union Is Endorsing Bernie Sanders https://t.co/AUu9tI5fyk,Newcastle/Durham,2020-01-14 15:21:43,neutral
Chaos Coordinator,RT @JackPosobiec: Bernie Sanders organizer promises Stalin-style gulags for Trump supporter https://t.co/q4PazwKZyW,"California, USA",2020-01-14 15:21:43,neutral
Jaylen Brown's Socialist Stepdad,"RT @GreatScienski: Bernie just scored the endorsement of Nevada's largest teachers union! #Bernie2020 #BernieBeatsTrump
#ITrustBernie

http…",SoCal,2020-01-14 15:21:43,neutral
maninthebooth,https://t.co/iPjrw6fRQP,None,2020-01-14 15:21:44,neutral
America 1st,RT @JackPosobiec: Bernie Sanders organizer promises Stalin-style gulags for Trump supporter https://t.co/q4PazwKZyW,"Ohio, USA",2020-01-14 15:21:44,neutral
🌞🌻🇺🇸SunshineforTrump🌞🌻🇺🇸,"RT @JamesOKeefeIII: Stay tuned everyone. Something very big is going to happen. 

The first bombshell tape is going to drop this week. 

ht…",Alabama ,2020-01-14 15:21:44,positive
Mike ☕️ Lyddon,"😶
There's an old saying about forgetting history and being condemned to repeat it.
These people can't wait to repea… https://t.co/7iZbiU0w9o",Fogland,2020-01-14 15:21:44,positive
🌹BlessedMomOf_9🌹,"RT @michellemalkin: Meanwhile, a Sanders field organizer threatens that ""cops are gonna be...getting f*cking beaten in Milwaukee"" at Democr…",None,2020-01-14 15:21:44,negative
Mary Donnelly,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…","Concord, NH",2020-01-14 15:21:44,negative
Sol 🎬,"RT @RealMattCouch: With what Project Veritas and James O'Keefe just broke on a leader of the Bernie Sanders campaign saying ""F***ing Milwau…",Mirror World,2020-01-14 15:21:44,neutral
"MingCat, CSW 🍷","RT @MrKizmo: @sppeoples They attack her
Then they attack her for saying they attacked her
Then they say shes lying about them attacking her…","Baltimore, MD",2020-01-14 15:21:44,neutral
George R. Mutt 🌹,RT @TomthunkitsMind: ‘Bernie Sanders has complete fluency in the struggles of working people’ — Rep. IlhanMN explains why she supportsSen B…,Texas,2020-01-14 15:21:44,positive
Gil O. Tine,lol this is great https://t.co/zZh0AqkSjT,Torture Town,2020-01-14 15:21:44,positive
🇺🇲Letters4TrumpGals⭐⭐⭐,"RT @KessenaO: Good Morning! Starting my day off with some good old fashioned liberal insanity!!!! 

Please watch this! Please retweet!","Illinois, USA",2020-01-14 15:21:44,positive
Proud American 🇺🇸Text TRUMP to 88022,RT @Imamofpeace: What an insane week already: The President tweets the most 'liked' tweet in the history of tweets in Farsi. Pelosi acts as…,United States of America,2020-01-14 15:21:44,positive
Scorched Mirth,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,"Silicon Valley, California",2020-01-14 15:21:44,positive
#Bernie2020 🤓,"RT @Trisha_Tahmasbi: 🚨🚨 #BreakingNews: BERNIE JUST WON THE ENDORSEMENT OF THE LARGEST TEACHERS UNION IN NEVADA!!! 🚨🚨

A key sign of support…","Nashville, TN",2020-01-14 15:21:44,neutral
Tallison,RT @Imamofpeace: What an insane week already: The President tweets the most 'liked' tweet in the history of tweets in Farsi. Pelosi acts as…,"Texas, USA",2020-01-14 15:21:44,positive
TaylorLT,@andresha_bass @SuperPatriotMax @donnabrazile @DNC How? Please state facts not conclusions.  I voted and most minor… https://t.co/aXWeJooNck,United States,2020-01-14 15:21:44,positive
Perennially Concerned Loggie,"RT @soonergrunt: Hey, all--
instead of the Bernie/Liz 5th grade telephone slapfight, why aren't Dems talking about Republicans, led by Trum…","Prince George, VA",2020-01-14 15:21:45,neutral
Deltacrook,RT @KamVTV: Wow. Kevin McCarthy just said at press conference Nancy Pelosi has been holding articles of impeachment to screw over Bernie Sa…,United States,2020-01-14 15:21:45,positive
Timmy Lindsey,"RT @bennyjohnson: Bernie Sanders Field Organizer Defends Gulags

“There’s a reason Joseph Stalin had gulags, right?”

“People were actually…",MODOC CA ,2020-01-14 15:21:45,positive
Lefty Lyndy.....FIRE IMPOTUS!!,"No. I have been attacked, blocked and unfollowed. Kinda thin skinned I would say. Just sayin'",coastal blue,2020-01-14 15:21:45,negative
Nick Cacioppo,"RT @EmmaVigeland: Everything about this Bernie/Warren story sucks. I hate it.

That said, what Sanders mused about in private (which could…",None,2020-01-14 15:21:45,negative
American Progressive,"RT @tomaskenn: Nevada’s largest teachers union, which represents 19,000 teachers and other educators, is endorsing Bernie Sanders. Bernie i…","Boston, MA",2020-01-14 15:21:45,negative
𝒷𝒾𝓁𝓁𝒾❀𝓃𝒶𝒾𝓇𝑒𝓈 𝒶𝓇𝑒 𝑒𝓋𝒾𝓁 🌹,RT @ilakster: @SenGillibrand @HillaryClinton @realDonaldTrump Yep! Bernie said the exact same thing.,Bernie's Fairydust Kingdom,2020-01-14 15:21:45,positive
Sao Phal Niseiy,A woman can’t win? Alleged comment reopens feminist grievances against Bernie Sanders. https://t.co/ntVfY9sfIo,"Phnom Penh, Cambodia",2020-01-14 15:21:45,positive
Sooz Deplorable Dragon Energy Cofefe,"RT @ScottPresler: Right now, #RefundWarren is trending because Elizabeth Warren 

confirmed that Bernie Sanders said he didn’t think a woma…",None,2020-01-14 15:21:45,positive
Padded Mommy Lulu | Owlcan,Do people REALLY think the current claims being tossed at Bernie make him LESS desirable to the people who were alr… https://t.co/aIuXOb095Z,"Washington, USA",2020-01-14 15:21:45,positive
Kitkat,"RT @ScottPresler: Right now, #RefundWarren is trending because Elizabeth Warren 

confirmed that Bernie Sanders said he didn’t think a woma…",None,2020-01-14 15:21:46,positive
Corky Eloranta,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,"Minnesota, USA",2020-01-14 15:21:46,positive
MarieTweets 🇺🇸,RT @LyndaAvanzato: Wow.  They want Gulags for conservatives.  That's not a joke,United States,2020-01-14 15:21:46,positive
Janet Martin,"RT @almostjingo: ICYMI 

“A woman enjoys intercourse with her man...she fantasizes being raped by three men simultaneously.”
-Bernie Sander…","Oregon now,Texas Born and Bred",2020-01-14 15:21:46,neutral
Text Trump to 88022 ⭐⭐⭐,"RT @catturd2: @JamesOKeefeIII and @Project_Veritas has done it again and revealed to the world, in their own words, what Bernie Sanders and…",🇺🇸,2020-01-14 15:21:46,positive
Yanging in the Abundance 🧢💓💰,"@JGoku18 @MSNBC @AndrewYang If you are anti-establishment like @SenSanders, or @AndrewYang or @TulsiGabbard then th… https://t.co/UncehQFPJG","Winston-Salem, NC",2020-01-14 15:21:46,neutral
LocalAreaSam🍞&🌹,"@rawland25 @LastLaugh619 @FlyThaiMMA EXACTLY!

We all have""the option""to go to college,like we all have""the option""… https://t.co/Rnrc3Kyd2b","Tacoma, WA",2020-01-14 15:21:46,positive
GoodbyeUN,"RT @steph93065: The story is, Pocohantas and Bernie had a pact that they would not attack each other to protect the progressive movement.…",United States,2020-01-14 15:21:46,negative
Loving Life,"RT @LisaMei62: .@ChrisPlanteShow: Watch the MSM ignore this story initially, then attack @JamesOKeefeIII, then claim the video is deceptive…",None,2020-01-14 15:21:46,neutral
a run-by wifing 🏴🚩,@TheDoseTweets @mj_lee @JonLemire @CNN @BernieSanders Bernie’s base has the most female and POC support of any. You… https://t.co/p0YBKhtBRV,"Colorado, USA",2020-01-14 15:21:46,negative
💙💚CHANTAL🧠💭,"RT @BenSalinasTX: Warren attacks Bernie, fundraises off of it. Then someone from her staff leaked yesterday’s story to the media, and inste…",Florida c/o Jamaica,2020-01-14 15:21:46,neutral
Michael H,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",None,2020-01-14 15:21:46,positive
CasJan,"RT @MatthewJshow: @realDonaldTrump Can anyone imagine the Democrats greatest hope in defeating President Trump is Bernie Sanders?

The Amer…","Texas, S E,USA",2020-01-14 15:21:47,positive
MsDeNovo,"RT @MsPackyetti: Sorry, but Bernie told me, a Black woman, that black people are disproportionately jailed because, Black people ‘deal more…",None,2020-01-14 15:21:47,negative
Melody,@debbiel125 @perez_mhayek01 @4everNeverTrump @wdunlap @HillaryClinton @ClintonFdn Do you really think Bernie is goi… https://t.co/8gNQ9kqf4r,Oregon,2020-01-14 15:21:47,positive
Sara Loya,RT @KamVTV: Wow. Kevin McCarthy just said at press conference Nancy Pelosi has been holding articles of impeachment to screw over Bernie Sa…,None,2020-01-14 15:21:47,positive
Cult of Integrity #Bernie2020,"@GarbageApe absolutely vital thread on the matter
https://t.co/3zTfqLTXs4",Yew Ess Ayy,2020-01-14 15:21:47,positive
"""CRACKER""Jack","RT @alx: NEW @Project_Veritas Video:

Bernie Sanders Field Organizer:

MAGA People will have to be “re-educated” “Like in Nazi Germany”

Be…",None,2020-01-14 15:21:47,positive
TexianRising,"RT @RealMattCouch: With what Project Veritas and James O'Keefe just broke on a leader of the Bernie Sanders campaign saying ""F***ing Milwau…",The Republic of #Texas,2020-01-14 15:21:47,neutral
Patrick Hample,"RT @ChrisJZullo: I support @JoeBiden but let’s be clear

If Bernie wins, I’ll support Bernie
If Warren wins, I’ll support Warren
If Pete wi…","New York, N.Y.",2020-01-14 15:21:47,positive
ChonkyCat,"Hi @MilwaukeePolice, here is some foreshadowing for you so you can stop it before it starts.",None,2020-01-14 15:21:47,neutral
Sunday Brezze,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,None,2020-01-14 15:21:47,positive
Bobby McNeel,"RT @parscale: Big Democrat debate in Iowa tonight.

Based on the last two weeks and their reaction to @realDonaldTrump’s strong defense of…","Nevada, USA",2020-01-14 15:21:47,positive
Lilianp,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",None,2020-01-14 15:21:47,positive
Stingirl,"RT @PrisonPlanet: What are the odds Bernie won't be asked during tonight's debate about one of his organizers calling for gulags, ""re-educa…",None,2020-01-14 15:21:48,neutral
"Grinchy, Paula J",RT @KeithARubino: Twitter is a bloodbath right now.  It has been all day tbh.  @ewarren you really shouldn’t have done what you did.  That…,None,2020-01-14 15:21:48,positive
Crooked Media,RT @bennyjohnson: Bernie Sanders Campaign Field Organizer: “F*cking Milwaukee will burn” if Bernie doesn’t get the Democratic Nomination.…,None,2020-01-14 15:21:48,negative
marcos sayago,RT @petefrt: 'F*cking Cities will Burn if Trump Gets Reelected' - WATCH - O'Keefe Releases Teaser of First 2020 Bombshell with Hints of Cra…,"Orlando , Florida ",2020-01-14 15:21:48,negative
Joe Smith,"Buchanan is wrong. Killing the general is dovish, it simmers down the ME b/c it reminds Iran of the reality of its… https://t.co/nhSp3mD6n2","Manhattan, NY",2020-01-14 15:21:48,negative
❌Pocono Patriot ⭐⭐⭐,RT @1776Stonewall: I've been saying this for years - The real reason the left wants free college is so they can brainwash and indoctrinate…,"Pocono Mountains, PA",2020-01-14 15:21:48,positive
Judy# lean right #For MAGA,"RT @parscale: Big Democrat debate in Iowa tonight.

Based on the last two weeks and their reaction to @realDonaldTrump’s strong defense of…",None,2020-01-14 15:21:48,positive
Gill,"RT @JordanChariton: In 72 hours, @ewarren has

1) distorted a “script” from random  @BernieSanders’ volunteer 

2) planted w/ @CNN a he sai…",None,2020-01-14 15:21:48,negative
lord haha,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,"London, England",2020-01-14 15:21:48,positive
DCROCKO200,RT @Pingtr1p: Whoa,None,2020-01-14 15:21:48,neutral
dianesoveryourshit,"RT @nidhiprakash: SCOOP: Bernie Sanders just gained the endorsement of Nevada's largest teachers union. 

Clark County is the 5th largest s…",None,2020-01-14 15:21:48,neutral
Adam Petterson 🌹,RT @natbabou: Isn’t it interesting they’re sending women of color to do centrist white women dirty bidding? The likes of @mj_lee @ZerlinaMa…,None,2020-01-14 15:21:49,negative
ColinFlaherty,"RT @michellemalkin: Meanwhile, a Sanders field organizer threatens that ""cops are gonna be...getting f*cking beaten in Milwaukee"" at Democr…",California and Delaware.,2020-01-14 15:21:49,negative
Steven Wright,@Jim_Jordan @foxandfriends https://t.co/IngPe8e8wB,"Illinois, USA",2020-01-14 15:21:49,neutral
Joe,RT @Amy_Siskind: I just made another donation to @ewarren.  She’s my #2 candidate but I cannot stand to see Bernie Sanders and his Bernie B…,None,2020-01-14 15:21:49,neutral
BaldyBane🖐️,"RT @redsarah99: It's not like #CorporateMedia to lie and misrepresent Socialists, while enabling illegal wars, what's going on? 😏

#Bernie2…",None,2020-01-14 15:21:49,negative
𝒷𝒾𝓁𝓁𝒾❀𝓃𝒶𝒾𝓇𝑒𝓈 𝒶𝓇𝑒 𝑒𝓋𝒾𝓁 🌹,RT @TooDankAnna: @ilakster @SenGillibrand @HillaryClinton @realDonaldTrump I love it when MEN tell me not to vote for Bernie 😫😫 https://t.c…,Bernie's Fairydust Kingdom,2020-01-14 15:21:49,positive
mike mcgrath,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,Boston.ma,2020-01-14 15:21:49,positive
Robblue,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,None,2020-01-14 15:21:49,positive
Shahryar,@FransWilliamk @daiconrad @Cheese12987 @LizardRumsfeld @_barretme @TulsiGabbard @JordanUhl @BernieSanders Bernie,"Maryland, USA",2020-01-14 15:21:49,neutral
American Progressive,"RT @JordanChariton: In 72 hours, @ewarren has

1) distorted a “script” from random  @BernieSanders’ volunteer 

2) planted w/ @CNN a he sai…","Boston, MA",2020-01-14 15:21:50,negative
Pollardrow NJ Deplorable,"RT @RealMattCouch: With what Project Veritas and James O'Keefe just broke on a leader of the Bernie Sanders campaign saying ""F***ing Milwau…",None,2020-01-14 15:21:50,neutral
fake fan adam,"RT @tristan_puig: EXTREMELY underrated part of Sanders’ platform. As it stands now, at any moment, I could receive a call from my manager t…","Des Moines, IA",2020-01-14 15:21:50,negative
noel,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",None,2020-01-14 15:21:50,positive
#Bernie#FreeJulian#Extinction#DitchMitch#M4A,RT @BernForBernie20: #MorningJoe panelists slam Elizabeth Warren for diverting from important issues by dragging up an alleged comment from…,Continuum,2020-01-14 15:21:50,positive
Janet Martin,"RT @almostjingo: ""A man goes home and masturbates his typical fantasy,"" wrote Bernie Sanders. ""A woman on her knees, a woman tied up, a wom…","Oregon now,Texas Born and Bred",2020-01-14 15:21:50,negative
Celeste,"RT @catturd2: @JamesOKeefeIII and @Project_Veritas has done it again and revealed to the world, in their own words, what Bernie Sanders and…",None,2020-01-14 15:21:50,positive
kittykatcamera,"Hear, hear.","North Carolina, USA",2020-01-14 15:21:50,neutral
WRWY Q & 45 - Text TRUMP to 88022,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,America,2020-01-14 15:21:50,positive
Brian Soda Man,RT @Timcast: Bernie Sanders has a staff vetting problem https://t.co/6gut4A6hvi,DelMarVa,2020-01-14 15:21:50,neutral
DrZoeGrey,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",None,2020-01-14 15:21:50,positive
Josh Fox NoWarW/Iran.,RT @SusanSarandon: 👇🏻👇🏻👇🏻,"Brooklyn, NY & Milanville, PA",2020-01-14 15:21:50,neutral
B,@Kanew @shaunking @washingtonpost https://t.co/qXKUHRIhgb,"Saint Petersburg, Russia",2020-01-14 15:21:51,neutral
Diane,"RT @EzCoWa: Eyes Open. 
It's started. 
-
#Expose2020","Texas, USA",2020-01-14 15:21:51,neutral
Mickey,"RT @T_S_P_O_O_K_Y: Oh, yeah - blackface @GovernorVA wants to disarm law abiding citizens at the VERY TIME the progressive wing of his @TheD…",None,2020-01-14 15:21:51,positive
Ellen Nana,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,None,2020-01-14 15:21:51,positive
Southern Gal,RT @tracybeanz: Wow. Bernie field organizers planning on violent attacks in Milwaukee if Bernie doesn’t grab the nom? “Free college” is act…,Deep in the ❤️ of Texas,2020-01-14 15:21:51,negative
Amplified Causes,"RT @PatTheBerner: #RefundWarren
Even the Bernie-hating Washington Post refutes Warren's story.

Goodbye Warren. https://t.co/A6ShB9gojL",None,2020-01-14 15:21:51,neutral
RD_Steel_Cult45,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…",None,2020-01-14 15:21:51,negative
Goldie S. Ford,"RT @RealMattCouch: With what Project Veritas and James O'Keefe just broke on a leader of the Bernie Sanders campaign saying ""F***ing Milwau…",Heart of Dixie,2020-01-14 15:21:51,neutral
DAN E. WON 🌹🌺🌻 (A YEAR 2020 RUSSIAN ASSET!🎆),RT @lazyditzychick: @DonnaMgraduates @shaunking Warren should had run Bernie told her to run in 2016 but she bent the knee to Queen Hillary…,NEW JERSEY,2020-01-14 15:21:51,neutral
Robbys Favorite Aunt⭐️⭐️⭐️,"RT @LisaMei62: .@ChrisPlanteShow: Watch the MSM ignore this story initially, then attack @JamesOKeefeIII, then claim the video is deceptive…",None,2020-01-14 15:21:51,neutral
lakegirl #MAGA,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…","Georgia, USA",2020-01-14 15:21:51,positive
timd,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,"Columbus, IN",2020-01-14 15:21:52,positive
Uncanny Valley Native / Professional Schizoid,"RT @cenkuygur: Chris Matthews asked last night about @BernieSanders, “how big a danger would he be to the country or to the party, the Demo…","Unsettlement, Uncanny Valley",2020-01-14 15:21:52,neutral
Sadie Redd,"RT @RealEricCarmen: ...And the Democrats keep pushing the ""Russia Collusion"" Hoax. Bernie LOVES Russia! https://t.co/wL9Fx0rCe3",USA,2020-01-14 15:21:52,neutral
Armyvetgrl,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,None,2020-01-14 15:21:52,positive
Patriot Explorer 🇺🇸,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…",Wisconsin,2020-01-14 15:21:52,negative
Boondoggled News,RT @AlexMarlow: This is how the left thinks of you. You are Nazis and need reeducation by the state -- in Gulags -- which apparently aren't…,USA,2020-01-14 15:21:52,positive
Reset the Republic!!,RT @KellySunshineT1: Bernie Sanders and his ilk rely on those with oppositional defiant disorder and other anti-social personality disorder…,At my assigned position.,2020-01-14 15:21:52,negative
LILA LUCAS,"RT @ScottPresler: Right now, #RefundWarren is trending because Elizabeth Warren 

confirmed that Bernie Sanders said he didn’t think a woma…", MAGA,2020-01-14 15:21:52,positive
Salty Girl,"RT @RealMattCouch: With what Project Veritas and James O'Keefe just broke on a leader of the Bernie Sanders campaign saying ""F***ing Milwau…","Leona Valley, CA",2020-01-14 15:21:52,neutral
jmulick,"RT @cenkuygur: Chris Matthews asked last night about @BernieSanders, “how big a danger would he be to the country or to the party, the Demo…",Columbus OH,2020-01-14 15:21:52,neutral
grandmainct ✳️✳️Text TRUMP to 88022,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,None,2020-01-14 15:21:53,positive
ms G,"RT @MeetMckayla: Sanders urged Warren to enter the race in 2016 as a left counterbalance to Clinton. She declined, which is why Bernie ente…",None,2020-01-14 15:21:53,neutral
David 🇺🇸🏳️‍🌈💙🌊,@essenviews I believe Warren .. Bernie lies all the time,"Palm Springs, CA",2020-01-14 15:21:53,neutral
🇺🇲Letters4TrumpGals⭐⭐⭐,RT @iDaveHasQuesti1: I’d say the odds of ANY candidates being asked ANYTHING of substance during the debate is about the same as the odds o…,"Illinois, USA",2020-01-14 15:21:53,neutral
$am🇳🇬,RT @BernieSanders: It means you’re going to lose.,somewhere getting money,2020-01-14 15:21:53,neutral
JUNE BB,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,None,2020-01-14 15:21:53,positive
AM2DM by BuzzFeed News,"The House will vote to send articles of impeachment to the Senate tomorrow, plus Elizabeth Warren and Bernie Sander… https://t.co/AfUMFkLdxr",None,2020-01-14 15:21:53,neutral
🍿Justice is Served,"RT @pleasesaveour: Bernie is desperate, but where are his medical files? He's an old man with a heart condition for fuq's sake!

https://t.…",United States,2020-01-14 15:21:53,negative
(((Huxenstein))),"3. My problem with Bernie has never been his policies.  It’s always been about character, the way he empowers then… https://t.co/7xiV6FzRBI",United States,2020-01-14 15:21:53,neutral
Shelli,"RT @santiagomayer_: All the Bernie Bros making #RefundWarren... 🤦‍♂️

Y’all cost us the election last time around, are you really gonna do…",None,2020-01-14 15:21:53,positive
Precarious Strawberry 🍓,RT @poohsbrana: Nevada’s Largest Teachers Union Is Endorsing Bernie Sanders https://t.co/pFNaHmNOhU #FeeltheBern #Bernie2020 #NotMeUs #IAca…,"Missouri, USA",2020-01-14 15:21:54,neutral
PaintMARed,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…","North Brookfield, MA",2020-01-14 15:21:54,negative
AWitchcoming™️ is inevitable,RT @AidenWolfe: The only goddamn thing I want to see in tonight’s debate is Bernie &amp; Warren setting aside all pride and defusing the growin…,Albuquerque,2020-01-14 15:21:54,neutral
ben,"RT @BernieSanders: Thank you @cceanv for your support! Together, we will finally give teachers a much-deserved raise, reinvest in public ed…",retweets are not endorsements!,2020-01-14 15:21:54,neutral
░▒▓█►─═ 𝓻 ═─◄█▓▒░,"RT @zei_squirrel: lol what the fuck is the US media. why is it a horrific scandal that bernie supporters actually support bernie?

https://…",None,2020-01-14 15:21:54,negative
👋Handsy Joe's Gots 2 Go👋,"RT @TwinklingTania: Who wants to be in a chat with other Bernie people &amp; me? I want a private space to discuss things.

I won’t create it u…",Progressive Revolutionary Dojo,2020-01-14 15:21:54,positive
David Schwartz,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…",None,2020-01-14 15:21:54,negative
Node42🌟🌟🌟,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…","Tucson, AZ",2020-01-14 15:21:54,positive
Danyell Hosner ❌ 🇺🇸WWG1WGA🇺🇸,"RT @C_3C_3: Bernie Sanders is a radical communist that has other radical communists running his campaign.

This isn't an outlier for the De…","Florida, USA",2020-01-14 15:21:54,negative
Dingle Berry,@KamVTV The DNC didn't want Bernie in 2016 and they sure in the hell don't want him now. Biden is their only hope a… https://t.co/06LrY7BOY3,"Ohio, USA",2020-01-14 15:21:54,positive
rando arguer,"RT @lachancenaomi: do better tom, vote bernie https://t.co/KtdN7Y35LF",Pisstown,2020-01-14 15:21:55,positive
✨🇺🇸BRIDGET🇺🇸✨,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",United States,2020-01-14 15:21:54,positive
Patty Lehner,RT @brianschatz: This Bernie Elizabeth thing reminds me that the Republicans are in federal court trying to take away healthcare from tens…,"Oregon, USA",2020-01-14 15:21:55,neutral
Kim Dillow,"RT @FiveRights: Bernie's campaign organizer called Trumpers ""Nazis"" over and over - bc he's an absolute moron.
Aside from being proud of th…",None,2020-01-14 15:21:55,positive
CarCzar313🇺🇸🇮🇹⭐️⭐️⭐️,"@JoeBiden You’re right Joe, he should be more concerned with Bernie, who should be the Democrat socialist nominee.… https://t.co/fzTeWHuogZ",Detroit Michigan USA,2020-01-14 15:21:55,positive
Karma is a cop,@AnandWrites @ewarren @BernieSanders Oligarchy lol. Bernie endorsed Cenk Uyger which makes Warren’s story very cred… https://t.co/r0FjIvD54o,"Somewhere, NotKnowingMyPlace",2020-01-14 15:21:54,positive
Michael Horstman,"RT @TedRall: I wrote the book on @SenSanders. Here's the previously untold story of his personal life, political career and what he'd do as…",United States,2020-01-14 15:21:55,negative
