user,tweet,location,date,sentiment
The Ghost of Gary Johnson 🧢,"RT @Timcast: I get its one staffer, I get that Bernie isn't involved

DO you think his enemies will care?

Look how they lied about Warren…","Pennsylvania, USA",2020-01-14 16:11:46,neutral
Dude Gotta Go,RT @KurtNiceHHL: Seems like somebody was trying to rig the Democratic primary AGAINST Democrats. Who could possibly be part of such a schem…,United States,2020-01-14 16:11:47,positive
EchoForBernie - A Cat That Was Echo :),"@ArtemisionGreen @peterdaou Well I'm not a man, and I think Warren did this on purpose.

 I think it is unfounded a… https://t.co/gcSmyF9iXi",Texas,2020-01-14 16:11:47,neutral
J Rob,"RT @charliekirk11: In 2016, when 6 Republicans were left 50% were minorities:

Trump
Cruz
Rubio
Carson
Kasich
&amp; Jeb!

Today, 6 Democrats ar…","Illinois, USA",2020-01-14 16:11:47,neutral
SoCal for Warren 📢,RT @SDscribbler: Elizabeth Warren Is the Democrats’ Unity Candidate. Her nomination would offer the best hope of bringing together the part…,"California, USA",2020-01-14 16:11:47,positive
Dave Weigel,Not going to help people finally tell them apart tbh,"Washington, D.C.",2020-01-14 16:11:48,neutral
Angelwings,RT @DineshDSouza: Warren buries the hatchet—in Bernie’s back!,"Alabama, USA",2020-01-14 16:11:48,neutral
Daily Republic News,"Bernie Sanders, Joe Biden, Elizabeth Warren lead new California poll [San Francisco Chronicle] https://t.co/AysoX3kNGB","Fairfield, CA",2020-01-14 16:11:48,positive
Bill Kenneke,RT @JENFL23: @BernieSanders You will not be able to avoid the Warren issue tonight Bernie. Stick to the issues &amp; show you’re the best candi…,Coastal NC,2020-01-14 16:11:48,positive
NoWarWithIran🌹,"RT @ZaidJilani: The thing about Washington, D.C. is everyone thinks they're in House of Cards but they're actually in Veep. 

Warren's team…",None,2020-01-14 16:11:48,neutral
Anonymous2019,"RT @stephlynn1982: Dude, #refundwarren is trending nationwide as thousands demand their donations back. This isn’t just trolls. People are…",None,2020-01-14 16:11:48,neutral
Alexandra Erin,@ShawarmaGod @scampwords I'm for Warren because I want to vote for the candidate I believe will successfully enact… https://t.co/EegBgTstsS,Hagerstown,2020-01-14 16:11:49,positive
Cmmb - 🇱🇷,"RT @catturd2: Ya’ don’t SAY! Lefties who’ve ignored Elizabeth Warren’s lies for YEARS suddenly figure out she’s a liar, #RefundWarren trend…",None,2020-01-14 16:11:49,neutral
godpatton,"RT @ZaidJilani: Elizabeth Warren criticized Bernie Sanders for ""factionalism"" in 2016 over the weekend.

In March 2016, she had no problem…","West Paducah, KY",2020-01-14 16:11:49,neutral
Are you kidding me 🇺🇸💯 MAGA,RT @realDonaldTrump: Bernie Sander’s volunteers are trashing Elizabeth “Pocahontus” Warren. Everybody knows her campaign is dead and want h…,None,2020-01-14 16:11:49,negative
Jason Gacek,"RT @SawyerHackett: Elizabeth Warren racks up another congressional endorsement—this time from the Chair of the Hispanic Caucus, member of t…","Olympia, Washington",2020-01-14 16:11:50,neutral
mollymist2008,"RT @LisaMarieBoothe: I don’t like either candidate, but Elizabeth Warren is a snake. I think this hurts her candidacy, what do you think?…",None,2020-01-14 16:11:50,neutral
Lisa Beliveau,#ITrustBernie. No one who has listened to @BernieSanders for years believes this. Absolute hogwash. Let's focus on… https://t.co/KJ0mbyfpbF,"Seattle, WA",2020-01-14 16:11:50,positive
misanthropulsar,RT @coherentstates: After Bernie Sanders's political opposition realized they couldn't successfully paint him as an anti-Semite it's so fun…,izzie | they/them | ☭,2020-01-14 16:11:50,positive
Colm MacNiallais 🇮🇪🏴󠁧󠁢󠁳󠁣󠁴󠁿🇵🇸,"RT @peterdaou: ON #WARREN'S LOW BLOW

Since this will come up at the #DemDebate, I want to explain her attack on #Bernie.

When CNN leaked…","Rhode Island, USA",2020-01-14 16:11:50,neutral
lamujermari,"RT @snackvampire: look I'm sorry but I do not believe Elizabeth Warren and people doing a ""believe women"" over this need to take all the se…","Harlingen, TX",2020-01-14 16:11:50,negative
Francis Chick Hearn,RT @ShaneRyanHere: Here's @WalkerBragman with the most comprehensive breakdown I've seen of Warren's stunning attempt to attack Sanders thi…,None,2020-01-14 16:11:50,positive
#StillWithHill,"RT @Ange_Amene: Elizabeth Warren called Bernie's bluff. 

And now the night before a debate everyone is reminded of what an asshole Bernie…",None,2020-01-14 16:11:51,neutral
Joe Makes Stuff 🌎,"RT @Politics_Polls: North Carolina @ppppolls (1/10-12):
Biden 31%
Sanders 18%
Warren 15%
Bloomberg 8%
Buttigieg 6%
Yang 5%
Klobuchar 3%
Ste…",Chicago,2020-01-14 16:11:51,neutral
Scooter 🏳️‍🌈🌹,"RT @bourgeoisalien: I have to say, watching Bernie get attacked from corporate media, the DNC, Liz Warren, and now project veritas is a cle…",None,2020-01-14 16:11:52,neutral
Nicolas Clamorgan ❌ 🇺🇸,"RT @Squill_whispers: Bernie Sanders and Elizabeth Warren fighting over the Democrat nomination

https://t.co/OcbEIsWn1B",Zurich,2020-01-14 16:11:52,neutral
Tamara M🐭✌🌹Ⓥ MrsFreeYourMind,RT @esaagar: Elizabeth Warren tells the NYT “it’s a bad idea” for kids to serve on foreign boards but refuses to actually hit Joe Biden on…,"Santa Rosa, CA",2020-01-14 16:11:52,negative
Dee 🌹#WeAreJulianAssange 🌹,@SpittingBack @MattiasMansner2 @kthalps I’m not a rocket scientist on this but judging from the #RefundWarren Poppi… https://t.co/w4WAkIfjLs,New York,2020-01-14 16:11:52,neutral
President Dennison,"@CDonatac @HoarseWisperer I’d be okay with Biden for 4 the Harris for the next 4-8.
I’d also be okay with a Warren/… https://t.co/4QUOdaJ73g",Nowhere near Melania ,2020-01-14 16:11:52,positive
Stan,"RT @ProudResister: Tonight proved why Elizabeth Warren is a better candidate than Bernie Sanders. Politics is about addition, not subtracti…",None,2020-01-14 16:11:52,positive
Charlotte mega star 💥💥💥💥,"RT @catturd2: Breaking ...

After only 2,823,734 lies, spanning 4 decades, liberals have finally figured out that Elizabeth Warren is a lia…",United States,2020-01-14 16:11:52,neutral
Brandon T,RT @abgutman: Bernie Sanders: “It is ludicrous to believe that at the same meeting where Elizabeth Warren told me she was going to run for…,"Boise, ID",2020-01-14 16:11:52,neutral
momma4america,"Or at least, not that woman [Warren] can win.",USA,2020-01-14 16:11:53,positive
ICE does ethnic cleansing,"RT @nataliesurely: No, volunteer was explicitly quoted saying Bernie is the only candidate *fighting* for Medicare for All, which is absolu…","Rochester, N.Y.",2020-01-14 16:11:53,neutral
john casey watford,RT @realDonaldTrump: Bernie Sander’s volunteers are trashing Elizabeth “Pocahontus” Warren. Everybody knows her campaign is dead and want h…,"Rockmart, GA",2020-01-14 16:11:53,negative
Ty Ray,Was Bernie on their side when he wrote that ridiculous essay? Was Bernie on women's side when it came to guns? Bett… https://t.co/bZES9WUQyP,"Tacoma, WA",2020-01-14 16:11:53,negative
Courtney 🖤🦅,"@tomwatson I have been defendeding Warren from the worst of the sexist attacks, but I remain skeptical she would do the same.",None,2020-01-14 16:11:53,negative
Lucky 3:16,@SashaBeaulu @EaleyGregory The Lowkey move folks are ignoring is Bloomberg saying he’ll throw his full apparatus be… https://t.co/NDrv3rxSVe,Philly!,2020-01-14 16:11:53,positive
Free your Mind,"Elizabeth Warren is a habitual liar.
Pass it on
#ITrustBernie",Northern California,2020-01-14 16:11:54,neutral
book_of_burns,"RT @SpittingBack: ""We shouldn't underestimate just how tone deaf Elizabeth Warren can sometimes be...I think this latest leak from somebody…",United States,2020-01-14 16:11:54,positive
Kenneth Manusama,"@rymbltn @TomasFriedhoff @chgroenhuijsen @Sanders @warren @Trump @Democraten @TimmermansEU Dat is, met alle respect… https://t.co/V9H5FE2PZB","New York, USA",2020-01-14 16:11:54,neutral
Danny Baker,"RT @RBReich: While the press feasts off a tiny ""he-said, she-said"" tiff between Warren and Sanders, Trump is

Cutting 700,000 off food stam…","East Bay, CA",2020-01-14 16:11:54,negative
Roko's Brocialist,"Otherwise it's like
Warren: Sanders told me women can't win. Leak that story, staffers!
Sanders: I did not say that… https://t.co/zOaQN5CaoG",The Paris of Appalachia,2020-01-14 16:11:54,positive
martin discoursese,RT @emoprog: harvard law school administration repeatedly used warren's racial identification to deflect criticisms of lack of diversity am…,None,2020-01-14 16:11:54,neutral
Abraham Davenport,"@Nick_McGurk @Vedantthelegend @realexpatjourno @QueenInYeIIow @shaunking @BernieSanders Anonymous smears, now appar… https://t.co/U5cTQGzKcJ",Earth,2020-01-14 16:11:55,neutral
⭐️⭐️⭐️Popy Panayotou⭐️⭐️⭐️,"RT @Timcast: I get its one staffer, I get that Bernie isn't involved

DO you think his enemies will care?

Look how they lied about Warren…",None,2020-01-14 16:11:55,neutral
IAmComplicit,RT @FierceFrankie1: I support Liz but a lot of you hardcore Warren stans foolishly thought she was immune to the toxicity of the Bernie cul…,None,2020-01-14 16:11:55,neutral
Jean Longfellow,RT @jennychen8601: Elizabeth Warren that’s it that’s the tweet,MA,2020-01-14 16:11:56,neutral
✨Veronica Persimmon 💫,"@limelight1 @da5650 @ewarren @VertDuFerk You mean when Bernie encouraged Warren to run for potus for years, then sh… https://t.co/yfGZoJ0pY2",United States,2020-01-14 16:11:55,negative
Erin MacDonald,RT @DineshDSouza: Warren buries the hatchet—in Bernie’s back!,"Alberta, Canada/Scottsdale, US",2020-01-14 16:11:56,neutral
Donna D. Davenport,RT @charliekirk11: If Nancy Pelosi intentionally withheld articles of impeachment to tie Bernie Sanders &amp; Elizabeth Warren up in an impeach…,"South Carolina, USA",2020-01-14 16:11:56,neutral
"😺 Boxer, no war with Iran meow🌹🌺",RT @RobletoFire: Remember in 2016 when Elizabeth Warren stood against the Democratic establishment and endorsed Bernie Sanders in the face…,"Austin, TX",2020-01-14 16:11:56,neutral
Coupon Padawan 🐼,RT @ZaidJilani: Elizabeth Warren waited 2 decades to run for president against the man that passed the bankruptcy bill she entered politics…,None,2020-01-14 16:11:56,neutral
Fifth House Sun,RT @JoyAnnReid: Latest fallout from the Sanders camp breaking the nonaggression pact and going negative on Warren: Warren now on record con…,FifthHouseSun.net,2020-01-14 16:11:56,positive
Coupon Padawan 🐼,RT @ZaidJilani: Elizabeth Warren waited 2 decades to run for president against the man that passed the bankruptcy bill she entered politics…,None,2020-01-14 16:11:56,neutral
Kristen Hill 🗽,RT @CharlotteAlter: Something I've noticed going into the debate- even though Warren has tried harder than any candidate to avoid spats wit…,"Durham, NC",2020-01-14 16:11:57,negative
WynnsWorld,RT @KatieHill4CA: Unsolicited thought re: Sanders/Warren latest. Every woman who won in 2018 in a tough seat heard it too- countless times…,San Francisco Bay Area,2020-01-14 16:11:58,positive
Daniel J.B. Mitchell,Warren says Sanders told her a woman couldn't win the presidency/Sanders and his campaign have vehemently denied th… https://t.co/jlYlizsmlu,Los Angeles,2020-01-14 16:11:58,positive
Honey+Money,"RT @WalkerBragman: Over the past couple days, Elizabeth Warren's campaign has gone negative on Bernie Sanders right as the Vermont Senator…",None,2020-01-14 16:11:58,negative
Tamara 😎,RT @largebill68: DEMs scream that Trump is a fascist dictator and in their next breath promise to exceed their authority and act independen…,"Dallas, TX",2020-01-14 16:11:58,neutral
RealBenShapiro,@ewarren @BSkwire,New York City ,2020-01-14 16:11:58,neutral
Cathy Kelly,"RT @catturd2: Breaking ...

After only 2,823,734 lies, spanning 4 decades, liberals have finally figured out that Elizabeth Warren is a lia…",United States NJ,2020-01-14 16:11:59,neutral
Fooly Magooly,"We also share the floor with the upcoming @NFL Conference Championships this weekend + Charles Oakley car washes, T… https://t.co/m32m1miDkD","West Palm Beach, FL",2020-01-14 16:11:59,neutral
kp,"RT @AngryBlackLady: I’m just going to drop this here and walk away. Shaun King lies. A lot. So no, I don’t believe anybody told him a godda…","Dallas, Texas",2020-01-14 16:11:59,neutral
BetterWorld,"RT @BadJohnBrown: @AnandWrites @ewarren @BernieSanders Warren just unloaded on Bernie not on policy but, in some dirty underhanded way, by…",None,2020-01-14 16:11:59,negative
J Rob,RT @charliekirk11: If Nancy Pelosi intentionally withheld articles of impeachment to tie Bernie Sanders &amp; Elizabeth Warren up in an impeach…,"Illinois, USA",2020-01-14 16:11:59,neutral
KeepingItReal,"RT @BrandonNeff16: Huge sample size, Yang at 5%. Are you listening @TomPerez ?","Texas, USA",2020-01-14 16:12:00,positive
Scientific Socialist,RT @sarahforbernie: Bernie has been a feminist longer than Warren has been a Democrat,None,2020-01-14 16:12:00,neutral
Dee 🌹#WeAreJulianAssange 🌹,RT @devinedianakin: @SpittingBack @MattiasMansner2 @kthalps I’m not a rocket scientist on this but judging from the #RefundWarren Popping u…,New York,2020-01-14 16:12:00,neutral
"Kelly Kitts, voting blue no matter who.",@MKGenest Warren.,Left side of the country ,2020-01-14 16:12:00,neutral
Mattie lisbon 🌹✡️🦄🤦🏻‍♀️ 🐳🐘☮️ 🐕🔥🤓🤷🏻‍♀️,"Warren’s team doesn’t bother to verify this absolute surprise to them, and puts out a fundraising letter that misre… https://t.co/dszOHg1vy0",None,2020-01-14 16:12:00,positive
Elijah Miller,"RT @People4Bernie: We have the best plan to win in political history.

That's why the opposition is doing everything to stop us.",None,2020-01-14 16:12:01,positive
Erin B. Logan,RT @BenjaminEW: New: @JoaquinCastrotx is joining his brother @JulianCastro in endorsing @ewarren for president. The @HispanicCaucus chairma…,"Washington, DC",2020-01-14 16:12:01,positive
joe_sepi,State &amp; natll polls often show her with highest fav rating of any candidates. A recent survey asked Dem primary vot… https://t.co/fymXrr1Qlc,"NYC/New Milford, CT",2020-01-14 16:12:02,positive
Dr. Nancy Comorau,"RT @MoiraDonegan: Material Retaliation (“Refund Warren”) ✔️
Denial and Gaslighting(It never happened) ✔️
Minimizing Harm (it happened but i…","Columbus, OH",2020-01-14 16:12:02,neutral
Adam Jentleson 🎈🐢💧,It’s not the woman’s fault the man did a bad thing.,None,2020-01-14 16:12:03,negative
Tiger Village / CDX,"bernie’s tape label would release 101 notes on jazz

warren’s tape label wouldn’t even stream the demo link","Cleveland, OH he/him",2020-01-14 16:12:03,neutral
Hippie girl Cheryl,"RT @HKrassenstein: If Bernie is the nominee, I’ll vote for him.  If Warren is the nominee, I’ll vote for her.  

Stop the fighting within t…",Philly suburbs,2020-01-14 16:12:03,neutral
KALED-UARY,"OK, YES, CLEARLY, WARREN IS LYING NOW, TOO. NO SENTIENT LIFE FORM WITH PATTERN RECOGNITION WOULD FAIL TO RECOGNIZE… https://t.co/NMVTNe4OsP",THE HEARTLAND,2020-01-14 16:12:03,positive
NJEstates2 REALTOR,"27 MOUNTAIN BLVD Suite 2, Warren, NJ, $200,000Baths 1 Sq 860 Office For Sale Call Francesca (908) 801-8430 
Our Lis… https://t.co/lsCk9JYcpG","Watchung, NJ",2020-01-14 16:12:03,neutral
Coupon Padawan 🐼,"RT @ZaidJilani: I know that a campaign headed by Joe Rospars, Roger Lau, and other establishment Dems would be willing to do that, but sort…",None,2020-01-14 16:12:03,positive
#StillWithHill,"RT @TrinityMustache: Let’s call Bernie Sanders’ conduct what it is: abuse

He gaslighted Elizabeth Warren to try to get her not to run and…",None,2020-01-14 16:12:03,neutral
Single Payer or Bust🌹,RT @c_townz: @ProudResister What?  Tonight Elizabeth Warren proved that she is vastly inferior to Bernie Sanders.  Politics is about additi…,Podunkville,2020-01-14 16:12:04,neutral
"Tristan J. Tarwater is at school, oh my gawd","RT @RBReich: While the press feasts off a tiny ""he-said, she-said"" tiff between Warren and Sanders, Trump is

Cutting 700,000 off food stam…","Portland, OR",2020-01-14 16:12:04,negative
l y n👩🏾‍⚕️🌹,"RT @niktaylorde: 1. Voted twice to approve Trump's increases on the military budget 

source: 

https://t.co/oAruM20xmH",UCLA,2020-01-14 16:12:04,negative
Owen Ginsley,"RT @Politics_Polls: North Carolina @ppppolls (1/10-12):
Biden 31%
Sanders 18%
Warren 15%
Bloomberg 8%
Buttigieg 6%
Yang 5%
Klobuchar 3%
Ste…",Europe,2020-01-14 16:12:04,neutral
lamujermari,"RT @Politics_Polls: National @MorningConsult/@politico Poll

Trust more to handle...

Health Care:
Sanders 29
Biden 21
Warren 14
Bloomberg…","Harlingen, TX",2020-01-14 16:12:05,positive
britt #theresisance 🏳️‍🌈,"RT @mmpadellan: The ONLY thing being accomplished by the ugly mud-slinging between the Sanders and Warren camps today, and every damn day,…","New York, USA",2020-01-14 16:12:05,negative
Jenna Forrester,@jtwwck92 @TulsiGabbard @BernieSanders https://t.co/6QW2nOkGL6,"New York, USA",2020-01-14 16:12:05,neutral
KeepingItReal,"RT @nikoCSFB: Objectively, Yang is more popular than Warren, Bloomberg, Buttigieg, &amp; ESPECIALLY Klobuchar. There is no reason at all Yang s…","Texas, USA",2020-01-14 16:12:05,positive
LibertyBea,"RT @Politics_Polls: North Carolina @ppppolls (1/10-12):
Biden 31%
Sanders 18%
Warren 15%
Bloomberg 8%
Buttigieg 6%
Yang 5%
Klobuchar 3%
Ste…","Nettuno, Lazio",2020-01-14 16:12:05,neutral
NoWarWithIran🌹,"RT @bourgeoisalien: So let's get this straight.

Joe Biden mentioned sexism among some voters, and faced zero scrutiny. If Bernie said anyt…",None,2020-01-14 16:12:05,positive
Eileen Segall,"RT @dhershiser: I’ll say it again...I will vote for Harris, Warren, Buttigieg, Booker, Biden, Castro, Klobuchar, Beto, Sanders, etc. I will…",None,2020-01-14 16:12:01,neutral
Anthony Jon Mountjoy - Yodalorian,@Yang2O2O @AndrewYang The Man vs Woman narrative is back in the zeigtgest because of the smear Warren threw at Bernie.,"Preeceville, SK, Canada",2020-01-14 16:12:06,neutral
Latin America IS NOT your backyard!!!,RT @rtyson82: there you have it...,None,2020-01-14 16:12:06,neutral
Djinnaat,"RT @mmpadellan: The ONLY thing being accomplished by the ugly mud-slinging between the Sanders and Warren camps today, and every damn day,…",None,2020-01-14 16:12:06,negative
keanu,"RT @aishaismad: As a woman and a feminist, watching a strong woman like Elizabeth Warren weaponize her identity to defeat the most progress…",NWArk (He|Him) (KEE•ah•NU),2020-01-14 16:12:06,positive
Tiffany Christian 🌎,"Nutty liberals spent all night #RefundWarren

After @PVeritas_Action #Expose2020 they're all like 

FUND WARREN! FU… https://t.co/IVwMgRB5UV",None,2020-01-14 16:12:06,negative
Elijah Miller,"RT @OFB2020: Trump will find it hard to attack Sanders as a hypocrite and fraud the way he can attack Joe Biden, Elizabeth Warren, or Pete…",None,2020-01-14 16:12:07,negative
Jessie Singer,RT @RalphNader: It doesn't help the progressive cause for Bernie Sanders and Elizabeth Warren to be squabbling. The Democratic Party corpor…,"New York, NY",2020-01-14 16:12:07,neutral
NC_for_Yang🧢,RT @ericming: Two national polls in two days have us rising to 5%,"Charlotte, NC",2020-01-14 16:12:07,neutral
Amy Mullen,"RT @regwag2003: As anyone who’s followed me for a while knows, Elizabeth Warren isn’t even my candidate. But I find it extremely illuminati…",None,2020-01-14 16:12:08,negative
"beth, purity test enthusiast",Oh my.,tied to a rock,2020-01-14 16:12:08,neutral
Bernie2020,RT @esaagar: Elizabeth Warren tells the NYT “it’s a bad idea” for kids to serve on foreign boards but refuses to actually hit Joe Biden on…,None,2020-01-14 16:12:09,negative
RU Serious,"RT @bourgeoisalien: Great article by @WalkerBragman. 

https://t.co/tZUYGDa3yV via @pastemagazine",Treasure Coast-Florida,2020-01-14 16:12:10,positive
Holly Bailey,RT @IAStartingLine: New from @patrynard: Elizabeth Warren announces the endorsements of over 40 current or former Iowa Republicans and Trum…,America,2020-01-14 16:12:10,positive
Kirk,"RT @littledeekay: Vince Vaughn talking to Trump doesn’t matter.

 What Bernie said to Warren one time in a private conversation hardly matt…",United States,2020-01-14 16:12:10,negative
Annette Spencer,"RT @RBReich: While the press feasts off a tiny ""he-said, she-said"" tiff between Warren and Sanders, Trump is

Cutting 700,000 off food stam…",On the Calabash River,2020-01-14 16:12:10,negative
L.M. Hook,RT @FruitKace: Idk how folks can rectify what Warren did to Obama &amp; Hillary whilst aligning herself with Russian backed master ratf*cker Be…,United StatesS,2020-01-14 16:12:11,neutral
Lynn,#DemDebate #DemocraticDebate,"Montana, USA  West of the Divide",2020-01-14 16:12:11,neutral
Mingz_iz_natural🇺🇸,"RT @niktaylorde: 9. She now claims that she's against Big Money donations, but has a long record of accepting them

source:

https://t.co/k…",Up de ROOAD! a piece,2020-01-14 16:12:11,negative
#ProudSocialist🌹🔥🌹,"RT @bourgeoisalien: So let's get this straight.

Joe Biden mentioned sexism among some voters, and faced zero scrutiny. If Bernie said anyt…",None,2020-01-14 16:12:11,positive
lamujermari,RT @RaijunD: Bernie has been a #feminist longer than Warren has been a Democrat,"Harlingen, TX",2020-01-14 16:12:11,neutral
New Year Same Brett 🅙,"RT @uppittynegress: I’m trying to understand. Bernie is at fault Bc allegedly high ranking staffers who can’t be identified, told volunteer…","Faerie, D[M]V",2020-01-14 16:12:11,positive
Kombiz Lavasany,RT @BenjaminEW: New: @JoaquinCastrotx is joining his brother @JulianCastro in endorsing @ewarren for president. The @HispanicCaucus chairma…,North End - Boston,2020-01-14 16:12:12,positive
Doug Thomsen,Elizabeth Warren Is Starting a Fake Beef with Bernie Sanders https://t.co/nWbbSsZXtt via @TeenVogue,"Lincoln, NE",2020-01-14 16:12:14,negative
Fifth House Sun,"RT @JoyAnnReid: Question is, was the opening attack (the call script) a slingshot that fires forwards or backwards? Does Warren's confirmat…",FifthHouseSun.net,2020-01-14 16:12:14,neutral
Dee 🌹#WeAreJulianAssange 🌹,RT @devinedianakin: When Dow Corning faced thousands of lawsuits in the 1990s from women who  had become sick from the company’s silicone g…,New York,2020-01-14 16:12:14,negative
Radio Free,Sanders Surges Ahead of Warren and Biden in California ⚡ https://t.co/pO72fHlrKp #RadioFree #News https://t.co/XiUXeOSJhv,"Tucson, AZ",2020-01-14 16:12:14,neutral
barb swan,"RT @HoarseWisperer: Bernie has grown very accustomed to never getting called on his bullshit.

Elizabeth Warren called him on his bullshit.…","Weldon, Saskatchewan",2020-01-14 16:12:14,positive
Political Polls,"RT @hboges1: @PpollingNumbers @Suffolk_U Since last USA Today/Suffolk 9/19-9/23:
Biden -4
Sanders +4
Warren -8
Buttigieg +5
Steyer +5
Yang…",NYC,2020-01-14 16:12:14,neutral
Lionel Mandrake,RT @BobStein_FT: Ivy League pinhead sneering at college kids having fun. Like LSU can't just tack a couple of days off spring break or the…,Washington DC,2020-01-14 16:12:15,positive
Chris the Progressive 🏳️‍🌈,@Imzadi121 We need to support one progressive or we’ll lose. Warren has dug her own grave by backpedaling on progre… https://t.co/GBDGC5ntQb,"Pennsylvania, USA",2020-01-14 16:12:15,positive
London ❌🇺🇸🇬🇧🇺🇸,"RT @ScottPresler: Right now, #RefundWarren is trending because Elizabeth Warren 

confirmed that Bernie Sanders said he didn’t think a woma…","London, England",2020-01-14 16:12:15,positive
LADY BUNNY,RT @sarahforbernie: Bernie has been a feminist longer than Warren has been a Democrat,NYC,2020-01-14 16:12:15,neutral
tony 💎,"RT @JordanUhl: ""long-awaited"" ffs masks off now. media gatekeeps are fucking salivating over this because it's some new drama they can blog…",chicago,2020-01-14 16:12:16,negative
Ta'k'imiłdimił,"RT @LammaticHama: Okay that's fucking it.

Elizabeth Warren's family history was part of a racist communal lie white Oklahomans spread to j…",Na:tinixw ~ Dahwilahłding,2020-01-14 16:12:16,negative
lord Nobunaga,"RT @NateSilver538: Wait, there are people who *don't* think the Warren campaign leaked the story?",None,2020-01-14 16:12:17,neutral
Sam Bowman,"@ne0liberal @ryanhmurphy I am trying to weigh up the harms caused by Trump, Warren and Bernie. All are v bad. There… https://t.co/RSHcH4Fszi","London, England",2020-01-14 16:12:17,negative
𝒷𝒾𝓁𝓁𝒾❀𝓃𝒶𝒾𝓇𝑒𝓈 𝒶𝓇𝑒 𝑒𝓋𝒾𝓁 🌹,"RT @ThomasIsOnline: Compare Warren's response vs. the Washington Post article that came out

It's day and night

I'm seeing nefarious tacti…",Bernie's Fairydust Kingdom,2020-01-14 16:12:17,neutral
The Bear Leftist,RT @WalkerBragman: Warren’s health care plan is not Medicare-for-all. It’s a public option bill with a promise to push separate M4a legisla…,None,2020-01-14 16:12:18,neutral
Torr Leonard,"@hansenwithane @jmmohr @stevefenster @ewarren @BernieSanders Look, Bernie vs Trump or Warren vs Trump would both be… https://t.co/uewSsC8HPs","Los Angeles, CA",2020-01-14 16:12:18,neutral
Single Payer or Bust🌹,"RT @jper1: @Elcheko @ProudResister “Berners”?  You mean the “berners” who are leaking Clinton style hit pieces ever day now? 

NO ONE gets…",Podunkville,2020-01-14 16:12:18,negative
The mole man,"Absolutely. 

Quoting The Wire may be overdone but you come at the king you better not miss",None,2020-01-14 16:12:18,positive
Kim #MedicareForAll 🏨😢,"RT @PaulDeCristofo4: So...how do you think Warren did yesterday?

#RefundWarren #TooFaced https://t.co/Zhp47toqu5",Earth,2020-01-14 16:12:19,neutral
Riyadh AL Rifai,RT @Independent: 'Bernie Sanders never had a good track record with women. Little wonder Liz Warren has broken their truce' https://t.co/IR…,"Benghazi , Libya.",2020-01-14 16:12:19,positive
❌ Ivan the Deplorable ❌,"RT @IDPKnow: *Complains about the #RefundWarren hashtag, helping it trend*

Big Brain energy from the Warren camp.",earth,2020-01-14 16:12:19,neutral
🆘Rev Magdalen |This Machine Dismantles Patriarchy,@Thisisashan @leerawrs @BotSentinel @corvuscorxx All of the bots on Twitter trying to take down Elizabeth Warren ar… https://t.co/WAgkiSquni,#Resist,2020-01-14 16:12:19,negative
katelovingshenk 🕊🐾🐘 #WeAreTheSquad,"RT @shaunking: @BernieSanders BREAKING: The @WashingtonPost confirms my source that Elizabeth Warren lied about Bernie. 

""One of the peopl…",East Coast America,2020-01-14 16:12:19,neutral
JulieLovesSoldiers 🇨🇦🇺🇸🇨🇦🇺🇸,"RT @catturd2: Breaking ...

After only 2,823,734 lies, spanning 4 decades, liberals have finally figured out that Elizabeth Warren is a lia…",Canada,2020-01-14 16:12:20,neutral
lamujermari,"RT @axcomrade: Watching as Elizabeth Warren smears Bernie Sanders, who has only ever said positive things about her and has endlessly defen…","Harlingen, TX",2020-01-14 16:12:20,positive
John,RT @IndianaMike75: Pocahontas is clearly insane,"Indiana, USA ",2020-01-14 16:12:20,negative
Meelz 💪🏾,"RT @mymannemcee: We also share the floor with the upcoming @NFL Conference Championships this weekend + Charles Oakley car washes, TJ Warre…",New York,2020-01-14 16:12:20,neutral
Barb Furlich,"RT @catturd2: Breaking ...

After only 2,823,734 lies, spanning 4 decades, liberals have finally figured out that Elizabeth Warren is a lia…",None,2020-01-14 16:12:20,neutral
Meretricious Profligacy,"RT @PatTheBerner: #RefundWarren
Even the Bernie-hating Washington Post refutes Warren's story.

Goodbye Warren. https://t.co/A6ShB9gojL",None,2020-01-14 16:12:20,neutral
Dyla (Deela),RT @GamerPres2020: Joe Biden knows he's going to lose his lead and now he's just going to camp out in Hyrule Fight Club while Bernie and Wa…,South Jersey,2020-01-14 16:12:20,neutral
✭✭✭ Julie  ✭✭✭,"RT @Jordan81007378: Bernie Sanders Iowa co field director @brookew_adams had to lock her account.

Guilty people don't go into hiding.

Eli…",Northern California ,2020-01-14 16:12:21,negative
Eme🌼Flores,"RT @dialacina: Warren: Bernie said he didn't think a woman could win the election.

Also, Warren: I AM A REAL LIVE INDIAN PRINCESS.",Mexico city they/ellx,2020-01-14 16:12:21,positive
dan,RT @esaagar: Elizabeth Warren tells the NYT “it’s a bad idea” for kids to serve on foreign boards but refuses to actually hit Joe Biden on…,None,2020-01-14 16:12:21,negative
Tim Pool,"Now Sanders' Iowa staff are locking their social media accounts.

They just ran an insane smear against Bernie abou… https://t.co/KqMQuIlHpk",New York,2020-01-14 16:12:21,negative
Kagitude,"RT @catturd2: Ya’ don’t SAY! Lefties who’ve ignored Elizabeth Warren’s lies for YEARS suddenly figure out she’s a liar, #RefundWarren trend…","Henderson, NV",2020-01-14 16:12:22,neutral
